topic,topic_id,bias_id,title,source,bias,desc.
Justice- Left,84,2,America can’t fix policing without fixing the country’s gun problem,Vox, Left,"I started reporting this article with a simple question: What would it look like to build a better police department from the ground up?

Police in the US,..."
Justice- Right,84,5,Aaron Rodgers: I’m In The Crosshairs Of The Woke Mob Right Now,One America News Network (OAN), Right,"Green Bay Packers quarterback Aaron Rodgers voiced his frustration over the media criticizing his medical choices. On Friday, Rodgers publicly addressed..."
Justice - moderate,84,3,Travis Scott Now Faces 14 Lawsuits Connected to 8 Deaths At Astroworld Performance,Newsweek,moderate,Rapper Travis Scott is facing multiple lawsuits in connection to the deadly crowd incident that claimed eight lives and injured hundreds more during Scott's...
Justice- Lean Left,84,1,"More Americans understand LGBTQ people, but visibility has 'double-edged sword', GLAAD report says",USA TODAY, Lean Left,"More and more people are identifying as members of the LGBTQ community. Increased visibility educates non-LGBTQ people, but it also ..."
Justice- Lean Right,84,4,Consider the Pharmacist,The Bulwark, Lean Right,"Once upon a time, pharmacists were recognized as an important part of the healthcare chain. Your local pharmacist was someone you knew and trusted. They knew a..."
Justice - moderate,84,3,First Lawsuits Filed After Travis Scott Concert Leaves 8 Dead,AllSides Headline Roundup,moderate,Rapper Travis Scott and organizers of the Astroworld Music Festival are facing a series of lawsuits after a deadly crowd incident on Friday killed eight people...
Justice- Left,84,2,One Small Town’s Big Battle Over Critical Race Theory,BuzzFeed News, Left,"Last year, after George Floyd’s murder by police, Kara Fikrig, a white 28-year-old working on her doctorate in entomology at Cornell University (“..."
Justice Department- Lean Right,85,4,"Survey Finds No Rise in Anti-Asian Violence, Assaults Declined in 2020",Reason, Lean Right,"Some recent evidence has suggested that the national period of declining crime—which began in the mid-1990s, as rate of violence fell dramatically in the..."
Justice Department - moderate,85,3,"Goodbye, Columbus? Here's what Indigenous Peoples' Day means to Native Americans",NPR (Online News),moderate,"This year marks the first time a U.S. president has officially recognized Indigenous Peoples' Day.

President Biden issued a proclamation on Friday..."
Justice Department- Lean Left,85,1,"Move over, Matthew and Beto: is Texas ready for a Latina governor?",The Guardian, Lean Left,"One of my favorite tales from the vault of family lore involves a woman named Ignacia Jasso, who was better known as “La Nacha”. As the tale goes, in the..."
Justice Department- Right,85,5,Asian Americans Disprove CRT,National Review, Right,"According to the illiberal race-hustlers among us, America is a thoroughly racist nation where you only succeed if (and because) you are white. Therefore, we..."
Justice Department - moderate,85,3,Biden becomes first president to commemorate Indigenous People's Day,Axios,moderate,"President Biden on Friday became the first present to issue an official proclamation commemorating Indigenous People's Day.

The big picture: ..."
Justice Department- Lean Left,85,1,The new Latino landscape,NBC News (Online), Lean Left,"In New Hampshire, a Roman Catholic church where Irish and French Canadian immigrants used to worship now has the state’s largest Latino congregation. In the..."
Justice Department- Lean Right,85,4,"U.S. Is Becoming More Urban and More Ethnically Diverse, Says Census Bureau",Reason, Lean Right,"""U.S. population is much more multiracial and more diverse than what we measured in the past,"" said Nicholas Jones, the Census Bureau's director of..."
Justice Department - moderate,85,3,"Hate crimes against Asian and Black people rise sharply in the U.S., FBI says",CNBC,moderate,"The number of reported hate crimes nationwide against Asian and Black people sharply increased in 2020, according to new FBI data released Monday.

Hate..."
Justice Department- Lean Left,85,1,"US sees unprecedented multiracial growth, decline in the white population for first time in history",USA TODAY, Lean Left,The United States experienced unprecedented multiracial population growth and a decline in the white population for the first time in the nation’s history...
Justice Department- Right,85,5,57 Black Leaders Warn Congress the 'Equality Act' Turns LGBT Rights Into 'a Sword Against Faith Institutions',CBN, Right,A group of nearly 60 black Christian leaders is urging the U.S. Senate to reject the Equality Act recently passed by the House of Representatives and instead...
Justice Department - moderate,85,3,COVID-19 surge pummels Hawaii and its native population,Associated Press,moderate,Kuulei Perreira-Keawekane could barely breathe when she went to a Hawaii emergency room. Nausea made it difficult for her to stand and her body throbbed with...
Justice Department- Lean Left,85,1,"Canada’s Grim Legacy of Cultural Erasure, in Poignant School Photos",New York Times (News), Lean Left,"With the discovery of human remains on the grounds of residential schools, this history is now dominating the conversation in the country.

At times it was..."
Justice Department- Lean Right,85,4,Chief of Cherokee Nation Demands Jeep Stop Using Name,Newsmax (News), Lean Right,"The chief of the Cherokee Nation has asked Jeep to stop using the tribe's name on its SUVs.

In a statement to Car and Driver, Chuck Hoskin, Jr., principal..."
Justice Department - moderate,85,3,Native American population jumps to largest size in modern history,Axios,moderate,"The number of people who identify as Native American or Alaska Native alone grew by 27.1% to 3.7 million people over the last decade, according to the U.S...."
Justice Department- Lean Left,85,1,"Hate crimes against Asian Americans: What the numbers show, and don’t",PolitiFact, Lean Left,"As pandemic shutdowns and fear flooded the United States last spring, it brought with it a wave of hate crimes and incidents targeting Asian Americans.

Some..."
Kamala Harris- Right,86,5,How COVID Lockdowns Handed Global Warming Extremists The Tools To Crush Freedom,The Federalist, Right,"We’ve rolled out the blueprint for a society that is nominally free, but willing to throw freedom away in a crisis.

The Glasgow Climate Conference wrapped..."
Kamala Harris - moderate,86,3,"Women are our climate leaders, but at COP26 they're struggling to be heard",CNET,moderate,"On the final day of the United Nation's COP26 climate summit, delegates who identify as part of the climate justice movement staged a..."
Kamala Harris- Left,86,2,What Would It Look Like If We Treated Climate Change as an Actual Emergency?,Current Affairs, Left,"As the dust settles on COP26, the 26th United Nations Climate Change Conference, the results do not look good. Despite a flurry of headline-grabbing pledges,..."
Kamala Harris- Right,86,5,"World Leaders Reach Climate Deal At COP26, US And China Agree To Collaborate",The Daily Caller, Right,"World leaders have reached a deal at the United Nations Climate Change Conference (COP26) in Glasgow, Scotland to help combat the effects of climate change..."
Kamala Harris - moderate,86,3,"At COP26, World Governments Agree to Strengthen Emissions Pledges but Questions Loom",Wall Street Journal (News),moderate,"More than 190 nations reached a deal at the United Nations summit here that aims to accelerate greenhouse-gas-emissions cuts across the world, but..."
Kamala Harris- Left,86,2,How you could see cleaner air and water with Biden’s new infrastructure law,Vox, Left,President Joe Biden signed into law on Monday a bipartisan infrastructure bill that includes $350 billion to address long-ignored environmental...
Kamala Harris- Lean Right,86,4,Biden's environmentalism is pummeling the nation,Washington Examiner, Lean Right,"President Joe Biden inherited a great gift from the Trump administration: energy independence.

The benefits cannot be overstated: Cheap, reliable energy is..."
Kamala Harris - moderate,86,3,COP26 Summit Ends With Glasgow Climate Pact To Reduce Fossil Fuel Use,AllSides Headline Roundup,moderate,"After nearly two weeks of discussions, leaders from nearly 200 countries reached an agreement Saturday at the COP26 climate summit to significantly reduce..."
Kamala Harris- Left,86,2,What the world did and didn’t accomplish at COP26,Vox, Left,The high-stakes COP26 climate change talks in Glasgow concluded on Saturday evening with the strongest government commitments to fighting climate change in...
Kamala Harris- Lean Right,86,4,Biden admits US emissions were lowered during Trump years despite pulling out of Paris Accords,The Post Millennial, Lean Right,"As President Joe Biden restated his administration's commitment to the Paris Climate Accords, he had to admit that even after President Trump pulled the US..."
